Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,BX8070110900K,Intel,Core i9-10900K,1,102,35375,https://cpu.userbenchmark.com/Intel-Core-i9-10900K/Rating/4071
CPU,BX80684I99900KS,Intel,Core i9-9900KS,2,102,10023,https://cpu.userbenchmark.com/SpeedTest/929964/IntelR-CoreTM-i9-9900KS-CPU---400GHz
CPU,100-100000061WOF,AMD,Ryzen 9 5900X,3,101,20065,https://cpu.userbenchmark.com/AMD-Ryzen-9-5900X/Rating/4087
CPU,BX8070110850K,Intel,Core i9-10850K,4,101,20880,https://cpu.userbenchmark.com/SpeedTest/1255865/IntelR-CoreTM-i9-10850K-CPU---360GHz
CPU,100-100000059WOF,AMD,Ryzen 9 5950X,5,101,8169,https://cpu.userbenchmark.com/AMD-Ryzen-9-5950X/Rating/4086
CPU,BX8070110900KF,Intel,Core i9-10900KF,6,101,6048,https://cpu.userbenchmark.com/SpeedTest/1174369/IntelR-CoreTM-i9-10900KF-CPU---370GHz
CPU,100-100000063WOF,AMD,Ryzen 7 5800X,7,99.3,35398,https://cpu.userbenchmark.com/AMD-Ryzen-7-5800X/Rating/4085
CPU,BX8070110700K,Intel,Core i7-10700K,8,98.8,80239,https://cpu.userbenchmark.com/Intel-Core-i7-10700K/Rating/4070
CPU,BX8070110700KF,Intel,Core i7-10700KF,9,98.3,7108,https://cpu.userbenchmark.com/SpeedTest/1171560/IntelR-CoreTM-i7-10700KF-CPU---380GHz
CPU,BX80684I79700K,Intel,Core i7-9700K,10,98.1,343026,https://cpu.userbenchmark.com/Intel-Core-i7-9700K/Rating/4030
CPU,BX80684I99900KF,Intel,Core i9-9900KF,11,97.9,13500,https://cpu.userbenchmark.com/SpeedTest/764533/IntelR-CoreTM-i9-9900KF-CPU---360GHz
CPU,BX80684I79700KF,Intel,Core i7-9700KF,12,97.8,19088,https://cpu.userbenchmark.com/SpeedTest/710154/IntelR-CoreTM-i7-9700KF-CPU---360GHz
CPU,BX8070110900F,Intel,Core i9-10900F,13,97.7,1912,https://cpu.userbenchmark.com/SpeedTest/1196789/IntelR-CoreTM-i9-10900F-CPU---280GHz
CPU,BX80684I99900K,Intel,Core i9-9900K,14,97.7,321928,https://cpu.userbenchmark.com/Intel-Core-i9-9900K/Rating/4028
CPU,,Intel,Core i9-10900,15,97.7,3788,https://cpu.userbenchmark.com/SpeedTest/1169242/IntelR-CoreTM-i9-10900-CPU---280GHz
CPU,100-100000065BOX,AMD,Ryzen 5 5600X,16,96.9,56717,https://cpu.userbenchmark.com/AMD-Ryzen-5-5600X/Rating/4084
CPU,BX8070110600KF,Intel,Core i5-10600KF,17,96.4,3694,https://cpu.userbenchmark.com/SpeedTest/1225152/IntelR-CoreTM-i5-10600KF-CPU---410GHz
CPU,BX8070110600K,Intel,Core i5-10600K,18,96.3,21673,https://cpu.userbenchmark.com/Intel-Core-i5-10600K/Rating/4072
CPU,BX80684I78086K,Intel,Core i7-8086K,19,95.6,29615,https://cpu.userbenchmark.com/SpeedTest/516988/IntelR-CoreTM-i7-8086K-CPU---400GHz
CPU,BX8070110700,Intel,Core i7-10700,20,95.3,20831,https://cpu.userbenchmark.com/Intel-Core-i7-10700/Rating/4077
CPU,BX8070110700F,Intel,Core i7-10700F,21,95.1,8515,https://cpu.userbenchmark.com/SpeedTest/1183814/IntelR-CoreTM-i7-10700F-CPU---290GHz
CPU,BX80684I59600KF,Intel,Core i5-9600KF,22,95,43667,https://cpu.userbenchmark.com/SpeedTest/772658/IntelR-CoreTM-i5-9600KF-CPU---370GHz
CPU,BX80684I59600K,Intel,Core i5-9600K,23,94.3,266041,https://cpu.userbenchmark.com/Intel-Core-i5-9600K/Rating/4031
CPU,BX8070110600,Intel,Core i5-10600,24,94.1,2941,https://cpu.userbenchmark.com/Intel-Core-i5-10600/Rating/4069
CPU,BX80684I99900,Intel,Core i9-9900,25,93.9,6127,https://cpu.userbenchmark.com/SpeedTest/816115/IntelR-CoreTM-i9-9900-CPU---310GHz
CPU,BX80684I79700,Intel,Core i7-9700,26,93.9,46251,https://cpu.userbenchmark.com/SpeedTest/816180/IntelR-CoreTM-i7-9700-CPU---300GHz
CPU,,AMD,Ryzen 9 5900HS,27,93.5,264,https://cpu.userbenchmark.com/SpeedTest/1452199/AMD-Ryzen-9-5900HS-with-Radeon-Graphics
CPU,BX80684I79700F,Intel,Core i7-9700F,28,93.4,27897,https://cpu.userbenchmark.com/SpeedTest/816132/IntelR-CoreTM-i7-9700F-CPU---300GHz
CPU,BX80684I78700K,Intel,Core i7-8700K,29,93.1,602325,https://cpu.userbenchmark.com/Intel-Core-i7-8700K/Rating/3937
CPU,BX80684I58600K,Intel,Core i5-8600K,30,92.8,198478,https://cpu.userbenchmark.com/Intel-Core-i5-8600K/Rating/3941
CPU,BX80684I59600,Intel,Core i5-9600,31,92.7,515,https://cpu.userbenchmark.com/SpeedTest/853186/IntelR-CoreTM-i5-9600-CPU---310GHz
CPU,,AMD,Ryzen 9 5900HX,32,92.1,219,https://cpu.userbenchmark.com/SpeedTest/1449683/AMD-Ryzen-9-5900HX-with-Radeon-Graphics
CPU,BX8070110500,Intel,Core i5-10500,33,91.9,2655,https://cpu.userbenchmark.com/Intel-Core-i5-10500/Rating/4078
CPU,BX80684I78700,Intel,Core i7-8700,34,90.1,230045,https://cpu.userbenchmark.com/Intel-Core-i7-8700/Rating/3940
CPU,100-100000279WOF,AMD,Ryzen 7 3800XT,35,89.5,8409,https://cpu.userbenchmark.com/SpeedTest/1218139/AMD-Ryzen-7-3800XT-8-Core-Processor
CPU,,Intel,Core i5-10500H,36,89.4,12,https://cpu.userbenchmark.com/SpeedTest/1449890/IntelR-CoreTM-i5-10500H-CPU---250GHz
CPU,BX80684I39350KF,Intel,Core i3-9350KF,37,89.3,760,https://cpu.userbenchmark.com/Intel-Core-i3-9350KF/Rating/4055
CPU,,Intel,Core i3-10320,38,89.2,183,https://cpu.userbenchmark.com/SpeedTest/1180543/IntelR-CoreTM-i3-10320-CPU---380GHz
CPU,BX80684I59500,Intel,Core i5-9500,39,89.1,4185,https://cpu.userbenchmark.com/SpeedTest/825467/IntelR-CoreTM-i5-9500-CPU---300GHz
CPU,,AMD,Ryzen 7 4700G,40,89,156,https://cpu.userbenchmark.com/SpeedTest/1135003/AMD-Ryzen-7-4700G-8-Core-Processor
CPU,100-100000277WOF,AMD,Ryzen 9 3900XT,41,88.8,12549,https://cpu.userbenchmark.com/SpeedTest/1202614/AMD-Ryzen-9-3900XT-12-Core-Processor
CPU,BX8070110400F,Intel,Core i5-10400F,42,88.7,28782,https://cpu.userbenchmark.com/Intel-Core-i5-10400F/Rating/4079
CPU,BX8070110400,Intel,Core i5-10400,43,88.6,21687,https://cpu.userbenchmark.com/Intel-Core-i5-10400/Rating/4073
CPU,BX80684I58600,Intel,Core i5-8600,44,88.6,13129,https://cpu.userbenchmark.com/SpeedTest/477251/IntelR-CoreTM-i5-8600-CPU---310GHz
CPU,,Intel,Core i9-10980HK,45,88.5,2237,https://cpu.userbenchmark.com/SpeedTest/1065893/IntelR-CoreTM-i9-10980HK-CPU---240GHz
CPU,100-100000023BOX,AMD,Ryzen 9 3900X,46,88.5,195961,https://cpu.userbenchmark.com/AMD-Ryzen-9-3900X/Rating/4044
CPU,BX80677I77700K,Intel,Core i7-7700K,47,88.3,521698,https://cpu.userbenchmark.com/Intel-Core-i7-7700K/Rating/3647
CPU,,AMD,Ryzen 7 5800H,48,88.2,306,https://cpu.userbenchmark.com/SpeedTest/1442974/AMD-Ryzen-7-5800H-with-Radeon-Graphics
CPU,100-100000051WOF,AMD,Ryzen 9 3950X,49,87.9,35590,https://cpu.userbenchmark.com/AMD-Ryzen-9-3950X/Rating/4057
CPU,BX8069510940X,Intel,Core i9-10940X,50,87.8,844,https://cpu.userbenchmark.com/SpeedTest/932085/IntelR-CoreTM-i9-10940X-CPU---330GHz
CPU,100-100000025BOX,AMD,Ryzen 7 3800X,51,87.7,111644,https://cpu.userbenchmark.com/AMD-Ryzen-7-3800X/Rating/4047
CPU,BX80677I77740X,Intel,Core i7-7740X,52,87.6,3835,https://cpu.userbenchmark.com/SpeedTest/304932/IntelR-CoreTM-i7-7740X-CPU---430GHz
CPU,BX8069510920X,Intel,Core i9-10920X,53,87.5,1175,https://cpu.userbenchmark.com/SpeedTest/931866/IntelR-CoreTM-i9-10920X-CPU---350GHz
CPU,BX80671I76900K,Intel,Core i7-6900K,54,87.4,5671,https://cpu.userbenchmark.com/Intel-Core-i7-6900K/Rating/3605
CPU,100-100000071BOX,AMD,Ryzen 7 3700X,55,87.3,479169,https://cpu.userbenchmark.com/AMD-Ryzen-7-3700X/Rating/4043
CPU,BX8069510900X,Intel,Core i9-10900X,56,87.2,2521,https://cpu.userbenchmark.com/SpeedTest/969950/IntelR-CoreTM-i9-10900X-CPU---370GHz
CPU,BX8070110300,Intel,Core i3-10300,57,87,123,https://cpu.userbenchmark.com/Intel-Core-i3-10300/Rating/4074
CPU,BX80673I99920X,Intel,Core i9-9920X,58,86.8,836,https://cpu.userbenchmark.com/SpeedTest/656219/IntelR-CoreTM-i9-9920X-CPU---350GHz
CPU,BX80684I59400,Intel,Core i5-9400,59,86.8,15917,https://cpu.userbenchmark.com/SpeedTest/735306/IntelR-CoreTM-i5-9400-CPU---290GHz
CPU,,Intel,Core i7-10700T,60,86.7,272,https://cpu.userbenchmark.com/SpeedTest/1218230/IntelR-CoreTM-i7-10700T-CPU---200GHz
CPU,,Intel,Core i7-10875H,61,86.5,11381,https://cpu.userbenchmark.com/SpeedTest/1111393/IntelR-CoreTM-i7-10875H-CPU---230GHz
CPU,BX80684I59400F,Intel,Core i5-9400F,62,86.5,174624,https://cpu.userbenchmark.com/Intel-Core-i5-9400F/Rating/4051
CPU,BX80671I76950X,Intel,Core i7-6950X,63,86.5,4202,https://cpu.userbenchmark.com/Intel-Core-i7-6950X/Rating/3604
CPU,BX80673I99940X,Intel,Core i9-9940X,64,86.3,1069,https://cpu.userbenchmark.com/SpeedTest/641326/IntelR-CoreTM-i9-9940X-CPU---330GHz
CPU,BX80684I58500,Intel,Core i5-8500,65,86.3,30591,https://cpu.userbenchmark.com/SpeedTest/447884/IntelR-CoreTM-i5-8500-CPU---300GHz
CPU,100-100000281BOX,AMD,Ryzen 5 3600XT,66,86.1,21394,https://cpu.userbenchmark.com/SpeedTest/1211585/AMD-Ryzen-5-3600XT-6-Core-Processor
CPU,BX80671I76850K,Intel,Core i7-6850K,67,86.1,20196,https://cpu.userbenchmark.com/Intel-Core-i7-6850K/Rating/3606
CPU,,Intel,Core i7-10870H,68,86,1520,https://cpu.userbenchmark.com/SpeedTest/1322918/IntelR-CoreTM-i7-10870H-CPU---220GHz
CPU,,Intel,Core i9-10900T,69,86,46,https://cpu.userbenchmark.com/SpeedTest/1238258/IntelR-CoreTM-i9-10900T-CPU---190GHz
CPU,BX80673I99960X,Intel,Core i9-9960X,70,85.7,571,https://cpu.userbenchmark.com/SpeedTest/653060/IntelR-CoreTM-i9-9960X-CPU---310GHz
CPU,,Intel,Core i5-10600T,71,85.7,18,https://cpu.userbenchmark.com/SpeedTest/1250930/IntelR-CoreTM-i5-10600T-CPU---240GHz
CPU,,Intel,Core i9-10885H,72,85.7,1703,https://cpu.userbenchmark.com/SpeedTest/1174414/IntelR-CoreTM-i9-10885H-CPU---240GHz
CPU,BX80677I57640X,Intel,Core i5-7640X,73,85.5,2256,https://cpu.userbenchmark.com/SpeedTest/310543/IntelR-CoreTM-i5-7640X-CPU---400GHz
CPU,,AMD,Ryzen 9 4900HS,74,85.2,6349,https://cpu.userbenchmark.com/SpeedTest/1084184/AMD-Ryzen-9-4900HS-with-Radeon-Graphics
CPU,BX80684I38350K,Intel,Core i3-8350K,75,85,20700,https://cpu.userbenchmark.com/Intel-Core-i3-8350K/Rating/3935
CPU,100-1000000158,AMD,Ryzen 5 3500X,76,85,21934,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500X/Rating/4052
CPU,BX8070110100F,Intel,Core i3-10100F,77,85,6379,https://cpu.userbenchmark.com/Intel-Core-i3-10100F/Rating/4082
CPU,100-100000022BOX,AMD,Ryzen 5 3600X,78,84.9,216874,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600X/Rating/4041
CPU,100-000000098,AMD,Ryzen 7 4800H,79,84.9,23317,https://cpu.userbenchmark.com/SpeedTest/1032976/AMD-Ryzen-7-4800H-with-Radeon-Graphics
CPU,,AMD,Ryzen 9 4900H,80,84.9,1856,https://cpu.userbenchmark.com/SpeedTest/1185620/AMD-Ryzen-9-4900H-with-Radeon-Graphics
CPU,BX8070110100,Intel,Core i3-10100,81,84.7,7882,https://cpu.userbenchmark.com/Intel-Core-i3-10100/Rating/4075
CPU,BX80673I99900X,Intel,Core i9-9900X,82,84.6,2141,https://cpu.userbenchmark.com/SpeedTest/639130/IntelR-CoreTM-i9-9900X-CPU---350GHz
CPU,100-100000010WOF,AMD,Ryzen TR 3960X,83,84.6,2893,https://cpu.userbenchmark.com/SpeedTest/969111/AMD-Ryzen-Threadripper-3960X-24-Core-Processor
CPU,BX80684I58400,Intel,Core i5-8400,84,84.6,223875,https://cpu.userbenchmark.com/Intel-Core-i5-8400/Rating/3939
CPU,100-100000011WOF,AMD,Ryzen TR 3970X,85,84.5,2471,https://cpu.userbenchmark.com/SpeedTest/970030/AMD-Ryzen-Threadripper-3970X-32-Core-Processor
CPU,BX80673I97960X,Intel,Core i9-7960X,86,84.5,1697,https://cpu.userbenchmark.com/SpeedTest/357952/IntelR-CoreTM-i9-7960X-CPU---280GHz
CPU,BX80677I57600K,Intel,Core i5-7600K,87,84.4,166454,https://cpu.userbenchmark.com/Intel-Core-i5-7600K/Rating/3885
CPU,,Intel,Core i7-11375H,88,84.4,1,https://cpu.userbenchmark.com/SpeedTest/1462657/11th-Gen-IntelR-CoreTM-i7-11375H---330GHz
CPU,100-1000000050,AMD,Ryzen 5 3500,89,84.3,9381,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500/Rating/4053
CPU,,Intel,Core i7-10750H,90,84.2,65615,https://cpu.userbenchmark.com/SpeedTest/1053158/IntelR-CoreTM-i7-10750H-CPU---260GHz
CPU,,Intel,Core i7-10850H,91,84.2,1243,https://cpu.userbenchmark.com/SpeedTest/1160496/IntelR-CoreTM-i7-10850H-CPU---270GHz
CPU,,AMD,Ryzen 7 4800HS,92,84.1,4212,https://cpu.userbenchmark.com/SpeedTest/1064059/AMD-Ryzen-7-4800HS-with-Radeon-Graphics
CPU,BX80648I75960X,Intel,Core i7-5960X,93,84.1,13456,https://cpu.userbenchmark.com/Intel-Core-i7-5960X/Rating/2580
CPU,BX80662I76700K,Intel,Core i7-6700K,94,84,517195,https://cpu.userbenchmark.com/Intel-Core-i7-6700K/Rating/3502
CPU,,Intel,Core i5-10500T,95,84,125,https://cpu.userbenchmark.com/SpeedTest/1204939/IntelR-CoreTM-i5-10500T-CPU---230GHz
CPU,BX80673I97900X,Intel,Core i9-7900X,96,84,15685,https://cpu.userbenchmark.com/Intel-Core-i9-7900X/Rating/3936
CPU,100-100000031BOX,AMD,Ryzen 5 3600,97,83.9,690022,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600/Rating/4040
CPU,BX80673I79800X,Intel,Core i7-9800X,98,83.9,2436,https://cpu.userbenchmark.com/SpeedTest/651256/IntelR-CoreTM-i7-9800X-CPU---380GHz
CPU,BX80673I97940X,Intel,Core i9-7940X,99,83.8,3428,https://cpu.userbenchmark.com/SpeedTest/353078/IntelR-CoreTM-i9-7940X-CPU---310GHz
CPU,BX8069510980XE,Intel,Core i9-10980XE,100,83.8,1452,https://cpu.userbenchmark.com/SpeedTest/935899/IntelR-CoreTM-i9-10980XE-CPU---300GHz
CPU,,Intel,Core i9-9980HK,101,83.7,4629,https://cpu.userbenchmark.com/SpeedTest/797907/IntelR-CoreTM-i9-9980HK-CPU---240GHz
CPU,BX80646I74790K,Intel,Core i7-4790K,102,83.7,355254,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384
CPU,BX80673I99820X,Intel,Core i9-9820X,103,83.2,1622,https://cpu.userbenchmark.com/SpeedTest/651318/IntelR-CoreTM-i9-9820X-CPU---330GHz
CPU,BX80673I99980X,Intel,Core i9-9980XE,104,83.2,1447,https://cpu.userbenchmark.com/SpeedTest/652504/IntelR-CoreTM-i9-9980XE-CPU---300GHz
CPU,BX80658i75775C,Intel,Core i7-5775C,105,83.1,1628,https://cpu.userbenchmark.com/SpeedTest/30276/IntelR-CoreTM-i7-5775C-CPU---330GHz
CPU,,Intel,Core i7-11370H,106,83.1,121,https://cpu.userbenchmark.com/SpeedTest/1444990/11th-Gen-IntelR-CoreTM-i7-11370H---330GHz
CPU,CM8068403358413,Intel,Core i7-8700T,107,82.9,2814,https://cpu.userbenchmark.com/SpeedTest/480804/IntelR-CoreTM-i7-8700T-CPU---240GHz
CPU,BX80648I75930K,Intel,Core i7-5930K,108,82.9,26432,https://cpu.userbenchmark.com/Intel-Core-i7-5930K/Rating/2578
CPU,BX80671I76800K,Intel,Core i7-6800K,109,82.5,38260,https://cpu.userbenchmark.com/Intel-Core-i7-6800K/Rating/3607
CPU,BX80673I97920X,Intel,Core i9-7920X,110,82.3,4187,https://cpu.userbenchmark.com/SpeedTest/278103/IntelR-CoreTM-i9-7920X-CPU---350GHz
CPU,CM8068403358708,Intel,Core i5-8600T,111,82.3,204,https://cpu.userbenchmark.com/SpeedTest/506080/IntelR-CoreTM-i5-8600T-CPU---230GHz
CPU,BX80673I77820X,Intel,Core i7-7820X,112,82.1,22004,https://cpu.userbenchmark.com/Intel-Core-i7-7820X/Rating/3928
CPU,YD270XBGAFBOX,AMD,Ryzen 7 2700X,113,81.7,438499,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700X/Rating/3958
CPU,100-000000163,AMD,Ryzen TR 3990X,114,81.7,611,https://cpu.userbenchmark.com/SpeedTest/1035665/AMD-Ryzen-Threadripper-3990X-64-Core-Processor
CPU,BX80658i55675C,Intel,Core i5-5675C,115,81.4,824,https://cpu.userbenchmark.com/SpeedTest/31828/IntelR-CoreTM-i5-5675C-CPU---310GHz
CPU,CL8068404069006,Intel,Core i9-9880H,116,81.3,7409,https://cpu.userbenchmark.com/SpeedTest/750169/IntelR-CoreTM-i9-9880H-CPU---230GHz
CPU,100-100000159BOX,AMD,Ryzen 3 3300X,117,81.3,7548,https://cpu.userbenchmark.com/AMD-Ryzen-3-3300X/Rating/4076
CPU,BX80648I75820K,Intel,Core i7-5820K,118,81,85174,https://cpu.userbenchmark.com/Intel-Core-i7-5820K/Rating/2579
CPU,,Intel,Xeon E3-1245 v6,119,80.9,396,https://cpu.userbenchmark.com/SpeedTest/299743/IntelR-XeonR-CPU-E3-1245-v6---370GHz
CPU,BX80684I39100,Intel,Core i3-9100,120,80.9,6051,https://cpu.userbenchmark.com/SpeedTest/806339/IntelR-CoreTM-i3-9100-CPU---360GHz
CPU,,Intel,Core i5-10200H,121,80.8,397,https://cpu.userbenchmark.com/SpeedTest/1303113/IntelR-CoreTM-i5-10200H-CPU---240GHz
